year,month,tot_min,tot_max,date,max_temperature,min_temperature,day,cat_month,year_month
2008,01,7,27,2008-01-01,17,10,01,January,2008-01
2008,01,7,27,2008-01-02,16,10,02,January,2008-01
2008,01,7,27,2008-01-03,18,11,03,January,2008-01
2008,01,7,27,2008-01-04,20,14,04,January,2008-01
2008,01,7,27,2008-01-05,21,13,05,January,2008-01
2008,01,7,27,2008-01-06,22,17,06,January,2008-01
2008,01,7,27,2008-01-07,24,16,07,January,2008-01
2008,01,7,27,2008-01-08,24,19,08,January,2008-01
2008,01,7,27,2008-01-09,25,20,09,January,2008-01
2008,01,7,27,2008-01-10,25,21,10,January,2008-01
2008,01,7,27,2008-01-11,27,21,11,January,2008-01
2008,01,7,27,2008-01-12,26,19,12,January,2008-01
2008,01,7,27,2008-01-13,23,16,13,January,2008-01
2008,01,7,27,2008-01-14,17,11,14,January,2008-01
2008,01,7,27,2008-01-15,17,13,15,January,2008-01
2008,01,7,27,2008-01-16,17,11,16,January,2008-01
2008,01,7,27,2008-01-17,13,10,17,January,2008-01
2008,01,7,27,2008-01-18,18,10,18,January,2008-01
2008,01,7,27,2008-01-19,21,16,19,January,2008-01
2008,01,7,27,2008-01-20,23,17,20,January,2008-01
2008,01,7,27,2008-01-21,19,15,21,January,2008-01
2008,01,7,27,2008-01-22,18,14,22,January,2008-01
2008,01,7,27,2008-01-23,19,14,23,January,2008-01
2008,01,7,27,2008-01-24,19,11,24,January,2008-01
2008,01,7,27,2008-01-25,13,11,25,January,2008-01
2008,01,7,27,2008-01-26,13,10,26,January,2008-01
2008,01,7,27,2008-01-27,10,9,27,January,2008-01
2008,01,7,27,2008-01-28,14,9,28,January,2008-01
2008,01,7,27,2008-01-29,12,10,29,January,2008-01
2008,01,7,27,2008-01-30,12,8,30,January,2008-01
2008,01,7,27,2008-01-31,10,7,31,January,2008-01
2008,02,7,21,2008-02-01,11,8,01,February,2008-02
2008,02,7,21,2008-02-02,9,7,02,February,2008-02
2008,02,7,21,2008-02-03,14,7,03,February,2008-02
2008,02,7,21,2008-02-04,14,9,04,February,2008-02
2008,02,7,21,2008-02-05,13,11,05,February,2008-02
2008,02,7,21,2008-02-06,13,9,06,February,2008-02
2008,02,7,21,2008-02-07,11,8,07,February,2008-02
2008,02,7,21,2008-02-08,13,9,08,February,2008-02
2008,02,7,21,2008-02-09,14,8,09,February,2008-02
2008,02,7,21,2008-02-10,13,11,10,February,2008-02
2008,02,7,21,2008-02-11,12,8,11,February,2008-02
2008,02,7,21,2008-02-12,14,8,12,February,2008-02
2008,02,7,21,2008-02-13,14,10,13,February,2008-02
2008,02,7,21,2008-02-14,14,12,14,February,2008-02
2008,02,7,21,2008-02-15,15,11,15,February,2008-02
2008,02,7,21,2008-02-16,16,12,16,February,2008-02
2008,02,7,21,2008-02-17,16,13,17,February,2008-02
2008,02,7,21,2008-02-18,19,13,18,February,2008-02
2008,02,7,21,2008-02-19,19,14,19,February,2008-02
2008,02,7,21,2008-02-20,19,13,20,February,2008-02
2008,02,7,21,2008-02-21,21,14,21,February,2008-02
2008,02,7,21,2008-02-22,20,17,22,February,2008-02
2008,02,7,21,2008-02-23,21,17,23,February,2008-02
2008,02,7,21,2008-02-24,17,15,24,February,2008-02
2008,02,7,21,2008-02-25,18,14,25,February,2008-02
2008,02,7,21,2008-02-26,18,13,26,February,2008-02
2008,02,7,21,2008-02-27,17,10,27,February,2008-02
2008,02,7,21,2008-02-28,18,11,28,February,2008-02
2008,02,7,21,2008-02-29,16,14,29,February,2008-02
2008,03,11,28,2008-03-01,20,11,01,March,2008-03
2008,03,11,28,2008-03-02,24,14,02,March,2008-03
2008,03,11,28,2008-03-03,25,14,03,March,2008-03
2008,03,11,28,2008-03-04,24,15,04,March,2008-03
2008,03,11,28,2008-03-05,22,16,05,March,2008-03
2008,03,11,28,2008-03-06,22,16,06,March,2008-03
2008,03,11,28,2008-03-07,25,18,07,March,2008-03
2008,03,11,28,2008-03-08,23,17,08,March,2008-03
2008,03,11,28,2008-03-09,24,16,09,March,2008-03
2008,03,11,28,2008-03-10,23,18,10,March,2008-03
2008,03,11,28,2008-03-11,24,17,11,March,2008-03
2008,03,11,28,2008-03-12,25,18,12,March,2008-03
2008,03,11,28,2008-03-13,25,19,13,March,2008-03
2008,03,11,28,2008-03-14,25,20,14,March,2008-03
2008,03,11,28,2008-03-15,25,19,15,March,2008-03
2008,03,11,28,2008-03-16,25,19,16,March,2008-03
2008,03,11,28,2008-03-17,25,21,17,March,2008-03
2008,03,11,28,2008-03-18,26,21,18,March,2008-03
2008,03,11,28,2008-03-19,28,20,19,March,2008-03
2008,03,11,28,2008-03-20,23,20,20,March,2008-03
2008,03,11,28,2008-03-21,24,20,21,March,2008-03
2008,03,11,28,2008-03-22,22,20,22,March,2008-03
2008,03,11,28,2008-03-23,22,19,23,March,2008-03
2008,03,11,28,2008-03-24,25,19,24,March,2008-03
2008,03,11,28,2008-03-25,22,19,25,March,2008-03
2008,03,11,28,2008-03-26,21,16,26,March,2008-03
2008,03,11,28,2008-03-27,25,16,27,March,2008-03
2008,03,11,28,2008-03-28,25,22,28,March,2008-03
2008,03,11,28,2008-03-29,27,24,29,March,2008-03
2008,03,11,28,2008-03-30,28,21,30,March,2008-03
2008,03,11,28,2008-03-31,22,19,31,March,2008-03
2008,04,17,31,2008-04-01,19,18,01,April,2008-04
2008,04,17,31,2008-04-02,20,18,02,April,2008-04
2008,04,17,31,2008-04-03,20,17,03,April,2008-04
2008,04,17,31,2008-04-04,27,19,04,April,2008-04
2008,04,17,31,2008-04-05,28,22,05,April,2008-04
2008,04,17,31,2008-04-06,28,21,06,April,2008-04
2008,04,17,31,2008-04-07,30,22,07,April,2008-04
2008,04,17,31,2008-04-08,29,26,08,April,2008-04
2008,04,17,31,2008-04-09,29,26,09,April,2008-04
2008,04,17,31,2008-04-10,29,25,10,April,2008-04
2008,04,17,31,2008-04-11,28,23,11,April,2008-04
2008,04,17,31,2008-04-12,27,23,12,April,2008-04
2008,04,17,31,2008-04-13,26,23,13,April,2008-04
2008,04,17,31,2008-04-14,28,23,14,April,2008-04
2008,04,17,31,2008-04-15,28,23,15,April,2008-04
2008,04,17,31,2008-04-16,29,24,16,April,2008-04
2008,04,17,31,2008-04-17,31,24,17,April,2008-04
2008,04,17,31,2008-04-18,26,23,18,April,2008-04
2008,04,17,31,2008-04-19,26,22,19,April,2008-04
2008,04,17,31,2008-04-20,29,26,20,April,2008-04
2008,04,17,31,2008-04-21,29,26,21,April,2008-04
2008,04,17,31,2008-04-22,30,24,22,April,2008-04
2008,04,17,31,2008-04-23,25,21,23,April,2008-04
2008,04,17,31,2008-04-24,23,20,24,April,2008-04
2008,04,17,31,2008-04-25,23,21,25,April,2008-04
2008,04,17,31,2008-04-26,26,20,26,April,2008-04
2008,04,17,31,2008-04-27,26,23,27,April,2008-04
2008,04,17,31,2008-04-28,22,20,28,April,2008-04
2008,04,17,31,2008-04-29,26,22,29,April,2008-04
2008,04,17,31,2008-04-30,27,23,30,April,2008-04
2008,05,20,33,2008-05-01,27,24,01,May,2008-05
2008,05,20,33,2008-05-02,27,23,02,May,2008-05
2008,05,20,33,2008-05-03,30,24,03,May,2008-05
2008,05,20,33,2008-05-04,31,25,04,May,2008-05
2008,05,20,33,2008-05-05,30,23,05,May,2008-05
2008,05,20,33,2008-05-06,27,22,06,May,2008-05
2008,05,20,33,2008-05-07,29,23,07,May,2008-05
2008,05,20,33,2008-05-08,32,26,08,May,2008-05
2008,05,20,33,2008-05-09,33,26,09,May,2008-05
2008,05,20,33,2008-05-10,28,21,10,May,2008-05
2008,05,20,33,2008-05-11,24,20,11,May,2008-05
2008,05,20,33,2008-05-12,28,23,12,May,2008-05
2008,05,20,33,2008-05-13,31,23,13,May,2008-05
2008,05,20,33,2008-05-14,29,23,14,May,2008-05
2008,05,20,33,2008-05-15,29,23,15,May,2008-05
2008,05,20,33,2008-05-16,30,24,16,May,2008-05
2008,05,20,33,2008-05-17,28,25,17,May,2008-05
2008,05,20,33,2008-05-18,29,24,18,May,2008-05
2008,05,20,33,2008-05-19,27,22,19,May,2008-05
2008,05,20,33,2008-05-20,23,21,20,May,2008-05
2008,05,20,33,2008-05-21,27,22,21,May,2008-05
2008,05,20,33,2008-05-22,29,24,22,May,2008-05
2008,05,20,33,2008-05-23,31,26,23,May,2008-05
2008,05,20,33,2008-05-24,32,26,24,May,2008-05
2008,05,20,33,2008-05-25,30,26,25,May,2008-05
2008,05,20,33,2008-05-26,31,27,26,May,2008-05
2008,05,20,33,2008-05-27,31,28,27,May,2008-05
2008,05,20,33,2008-05-28,30,28,28,May,2008-05
2008,05,20,33,2008-05-29,31,25,29,May,2008-05
2008,05,20,33,2008-05-30,29,26,30,May,2008-05
2008,05,20,33,2008-05-31,29,26,31,May,2008-05
2008,06,24,34,2008-06-01,30,25,01,June,2008-06
2008,06,24,34,2008-06-02,30,25,02,June,2008-06
2008,06,24,34,2008-06-03,30,24,03,June,2008-06
2008,06,24,34,2008-06-04,28,25,04,June,2008-06
2008,06,24,34,2008-06-05,29,24,05,June,2008-06
2008,06,24,34,2008-06-06,26,24,06,June,2008-06
2008,06,24,34,2008-06-07,28,24,07,June,2008-06
2008,06,24,34,2008-06-08,31,27,08,June,2008-06
2008,06,24,34,2008-06-09,31,27,09,June,2008-06
2008,06,24,34,2008-06-10,31,28,10,June,2008-06
2008,06,24,34,2008-06-11,31,25,11,June,2008-06
2008,06,24,34,2008-06-12,31,26,12,June,2008-06
2008,06,24,34,2008-06-13,30,24,13,June,2008-06
2008,06,24,34,2008-06-14,28,24,14,June,2008-06
2008,06,24,34,2008-06-15,30,24,15,June,2008-06
2008,06,24,34,2008-06-16,30,25,16,June,2008-06
2008,06,24,34,2008-06-17,27,25,17,June,2008-06
2008,06,24,34,2008-06-18,29,24,18,June,2008-06
2008,06,24,34,2008-06-19,31,26,19,June,2008-06
2008,06,24,34,2008-06-20,31,27,20,June,2008-06
2008,06,24,34,2008-06-21,32,27,21,June,2008-06
2008,06,24,34,2008-06-22,33,26,22,June,2008-06
2008,06,24,34,2008-06-23,34,27,23,June,2008-06
2008,06,24,34,2008-06-24,34,27,24,June,2008-06
2008,06,24,34,2008-06-25,30,25,25,June,2008-06
2008,06,24,34,2008-06-26,29,25,26,June,2008-06
2008,06,24,34,2008-06-27,29,26,27,June,2008-06
2008,06,24,34,2008-06-28,29,24,28,June,2008-06
2008,06,24,34,2008-06-29,30,25,29,June,2008-06
2008,06,24,34,2008-06-30,30,26,30,June,2008-06
2008,07,24,36,2008-07-01,32,28,01,July,2008-07
2008,07,24,36,2008-07-02,31,27,02,July,2008-07
2008,07,24,36,2008-07-03,32,28,03,July,2008-07
2008,07,24,36,2008-07-04,33,27,04,July,2008-07
2008,07,24,36,2008-07-05,33,27,05,July,2008-07
2008,07,24,36,2008-07-06,30,24,06,July,2008-07
2008,07,24,36,2008-07-07,27,25,07,July,2008-07
2008,07,24,36,2008-07-08,30,26,08,July,2008-07
2008,07,24,36,2008-07-09,29,25,09,July,2008-07
2008,07,24,36,2008-07-10,29,24,10,July,2008-07
2008,07,24,36,2008-07-11,30,26,11,July,2008-07
2008,07,24,36,2008-07-12,28,25,12,July,2008-07
2008,07,24,36,2008-07-13,29,25,13,July,2008-07
2008,07,24,36,2008-07-14,31,26,14,July,2008-07
2008,07,24,36,2008-07-15,32,25,15,July,2008-07
2008,07,24,36,2008-07-16,32,26,16,July,2008-07
2008,07,24,36,2008-07-17,33,27,17,July,2008-07
2008,07,24,36,2008-07-18,33,28,18,July,2008-07
2008,07,24,36,2008-07-19,33,29,19,July,2008-07
2008,07,24,36,2008-07-20,33,29,20,July,2008-07
2008,07,24,36,2008-07-21,33,28,21,July,2008-07
2008,07,24,36,2008-07-22,33,28,22,July,2008-07
2008,07,24,36,2008-07-23,33,29,23,July,2008-07
2008,07,24,36,2008-07-24,35,28,24,July,2008-07
2008,07,24,36,2008-07-25,34,27,25,July,2008-07
2008,07,24,36,2008-07-26,36,28,26,July,2008-07
2008,07,24,36,2008-07-27,36,25,27,July,2008-07
2008,07,24,36,2008-07-28,36,29,28,July,2008-07
2008,07,24,36,2008-07-29,34,30,29,July,2008-07
2008,07,24,36,2008-07-30,32,29,30,July,2008-07
2008,07,24,36,2008-07-31,33,26,31,July,2008-07
2008,08,24,34,2008-08-01,33,27,01,August,2008-08
2008,08,24,34,2008-08-02,33,28,02,August,2008-08
2008,08,24,34,2008-08-03,34,27,03,August,2008-08
2008,08,24,34,2008-08-04,34,27,04,August,2008-08
2008,08,24,34,2008-08-05,30,27,05,August,2008-08
2008,08,24,34,2008-08-06,28,25,06,August,2008-08
2008,08,24,34,2008-08-07,30,24,07,August,2008-08
2008,08,24,34,2008-08-08,29,26,08,August,2008-08
2008,08,24,34,2008-08-09,31,25,09,August,2008-08
2008,08,24,34,2008-08-10,31,26,10,August,2008-08
2008,08,24,34,2008-08-11,28,25,11,August,2008-08
2008,08,24,34,2008-08-12,31,26,12,August,2008-08
2008,08,24,34,2008-08-13,33,27,13,August,2008-08
2008,08,24,34,2008-08-14,33,28,14,August,2008-08
2008,08,24,34,2008-08-15,33,28,15,August,2008-08
2008,08,24,34,2008-08-16,33,28,16,August,2008-08
2008,08,24,34,2008-08-17,33,29,17,August,2008-08
2008,08,24,34,2008-08-18,34,28,18,August,2008-08
2008,08,24,34,2008-08-19,33,28,19,August,2008-08
2008,08,24,34,2008-08-20,34,27,20,August,2008-08
2008,08,24,34,2008-08-21,34,30,21,August,2008-08
2008,08,24,34,2008-08-22,30,24,22,August,2008-08
2008,08,24,34,2008-08-23,29,24,23,August,2008-08
2008,08,24,34,2008-08-24,31,26,24,August,2008-08
2008,08,24,34,2008-08-25,32,28,25,August,2008-08
2008,08,24,34,2008-08-26,32,26,26,August,2008-08
2008,08,24,34,2008-08-27,33,26,27,August,2008-08
2008,08,24,34,2008-08-28,34,27,28,August,2008-08
2008,08,24,34,2008-08-29,33,27,29,August,2008-08
2008,08,24,34,2008-08-30,34,28,30,August,2008-08
2008,08,24,34,2008-08-31,33,26,31,August,2008-08
2008,09,25,35,2008-09-01,33,28,01,September,2008-09
2008,09,25,35,2008-09-02,31,26,02,September,2008-09
2008,09,25,35,2008-09-03,31,26,03,September,2008-09
2008,09,25,35,2008-09-04,31,28,04,September,2008-09
2008,09,25,35,2008-09-05,31,27,05,September,2008-09
2008,09,25,35,2008-09-06,32,25,06,September,2008-09
2008,09,25,35,2008-09-07,32,26,07,September,2008-09
2008,09,25,35,2008-09-08,32,27,08,September,2008-09
2008,09,25,35,2008-09-09,34,28,09,September,2008-09
2008,09,25,35,2008-09-10,33,28,10,September,2008-09
2008,09,25,35,2008-09-11,33,28,11,September,2008-09
2008,09,25,35,2008-09-12,33,28,12,September,2008-09
2008,09,25,35,2008-09-13,33,28,13,September,2008-09
2008,09,25,35,2008-09-14,33,29,14,September,2008-09
2008,09,25,35,2008-09-15,34,28,15,September,2008-09
2008,09,25,35,2008-09-16,34,28,16,September,2008-09
2008,09,25,35,2008-09-17,34,29,17,September,2008-09
2008,09,25,35,2008-09-18,32,26,18,September,2008-09
2008,09,25,35,2008-09-19,32,27,19,September,2008-09
2008,09,25,35,2008-09-20,33,27,20,September,2008-09
2008,09,25,35,2008-09-21,34,27,21,September,2008-09
2008,09,25,35,2008-09-22,35,28,22,September,2008-09
2008,09,25,35,2008-09-23,34,25,23,September,2008-09
2008,09,25,35,2008-09-24,29,25,24,September,2008-09
2008,09,25,35,2008-09-25,33,27,25,September,2008-09
2008,09,25,35,2008-09-26,33,27,26,September,2008-09
2008,09,25,35,2008-09-27,30,26,27,September,2008-09
2008,09,25,35,2008-09-28,32,26,28,September,2008-09
2008,09,25,35,2008-09-29,32,25,29,September,2008-09
2008,09,25,35,2008-09-30,30,25,30,September,2008-09
2008,10,23,32,2008-10-01,30,25,01,October,2008-10
2008,10,23,32,2008-10-02,31,26,02,October,2008-10
2008,10,23,32,2008-10-03,29,26,03,October,2008-10
2008,10,23,32,2008-10-04,31,26,04,October,2008-10
2008,10,23,32,2008-10-05,29,23,05,October,2008-10
2008,10,23,32,2008-10-06,27,23,06,October,2008-10
2008,10,23,32,2008-10-07,26,23,07,October,2008-10
2008,10,23,32,2008-10-08,28,24,08,October,2008-10
2008,10,23,32,2008-10-09,31,25,09,October,2008-10
2008,10,23,32,2008-10-10,32,26,10,October,2008-10
2008,10,23,32,2008-10-11,32,26,11,October,2008-10
2008,10,23,32,2008-10-12,29,26,12,October,2008-10
2008,10,23,32,2008-10-13,27,24,13,October,2008-10
2008,10,23,32,2008-10-14,30,24,14,October,2008-10
2008,10,23,32,2008-10-15,31,25,15,October,2008-10
2008,10,23,32,2008-10-16,31,24,16,October,2008-10
2008,10,23,32,2008-10-17,30,26,17,October,2008-10
2008,10,23,32,2008-10-18,31,26,18,October,2008-10
2008,10,23,32,2008-10-19,31,26,19,October,2008-10
2008,10,23,32,2008-10-20,31,26,20,October,2008-10
2008,10,23,32,2008-10-21,31,26,21,October,2008-10
2008,10,23,32,2008-10-22,30,25,22,October,2008-10
2008,10,23,32,2008-10-23,31,24,23,October,2008-10
2008,10,23,32,2008-10-24,31,26,24,October,2008-10
2008,10,23,32,2008-10-25,29,26,25,October,2008-10
2008,10,23,32,2008-10-26,30,26,26,October,2008-10
2008,10,23,32,2008-10-27,30,26,27,October,2008-10
2008,10,23,32,2008-10-28,29,24,28,October,2008-10
2008,10,23,32,2008-10-29,30,26,29,October,2008-10
2008,10,23,32,2008-10-30,32,26,30,October,2008-10
2008,10,23,32,2008-10-31,31,26,31,October,2008-10
2008,11,12,31,2008-11-01,29,26,01,November,2008-11
2008,11,12,31,2008-11-02,29,27,02,November,2008-11
2008,11,12,31,2008-11-03,27,24,03,November,2008-11
2008,11,12,31,2008-11-04,28,23,04,November,2008-11
2008,11,12,31,2008-11-05,28,25,05,November,2008-11
2008,11,12,31,2008-11-06,31,26,06,November,2008-11
2008,11,12,31,2008-11-07,31,26,07,November,2008-11
2008,11,12,31,2008-11-08,27,21,08,November,2008-11
2008,11,12,31,2008-11-09,24,19,09,November,2008-11
2008,11,12,31,2008-11-10,25,17,10,November,2008-11
2008,11,12,31,2008-11-11,24,17,11,November,2008-11
2008,11,12,31,2008-11-12,25,16,12,November,2008-11
2008,11,12,31,2008-11-13,26,19,13,November,2008-11
2008,11,12,31,2008-11-14,27,22,14,November,2008-11
2008,11,12,31,2008-11-15,27,22,15,November,2008-11
2008,11,12,31,2008-11-16,30,21,16,November,2008-11
2008,11,12,31,2008-11-17,28,22,17,November,2008-11
2008,11,12,31,2008-11-18,25,20,18,November,2008-11
2008,11,12,31,2008-11-19,22,17,19,November,2008-11
2008,11,12,31,2008-11-20,20,15,20,November,2008-11
2008,11,12,31,2008-11-21,23,17,21,November,2008-11
2008,11,12,31,2008-11-22,24,21,22,November,2008-11
2008,11,12,31,2008-11-23,25,22,23,November,2008-11
2008,11,12,31,2008-11-24,25,21,24,November,2008-11
2008,11,12,31,2008-11-25,26,19,25,November,2008-11
2008,11,12,31,2008-11-26,24,19,26,November,2008-11
2008,11,12,31,2008-11-27,23,17,27,November,2008-11
2008,11,12,31,2008-11-28,19,13,28,November,2008-11
2008,11,12,31,2008-11-29,23,12,29,November,2008-11
2008,11,12,31,2008-11-30,21,14,30,November,2008-11
2008,12,10,27,2008-12-01,22,15,01,December,2008-12
2008,12,10,27,2008-12-02,23,15,02,December,2008-12
2008,12,10,27,2008-12-03,23,19,03,December,2008-12
2008,12,10,27,2008-12-04,26,21,04,December,2008-12
2008,12,10,27,2008-12-05,21,17,05,December,2008-12
2008,12,10,27,2008-12-06,20,13,06,December,2008-12
2008,12,10,27,2008-12-07,19,13,07,December,2008-12
2008,12,10,27,2008-12-08,22,17,08,December,2008-12
2008,12,10,27,2008-12-09,22,14,09,December,2008-12
2008,12,10,27,2008-12-10,23,15,10,December,2008-12
2008,12,10,27,2008-12-11,23,15,11,December,2008-12
2008,12,10,27,2008-12-12,23,20,12,December,2008-12
2008,12,10,27,2008-12-13,25,20,13,December,2008-12
2008,12,10,27,2008-12-14,22,17,14,December,2008-12
2008,12,10,27,2008-12-15,19,14,15,December,2008-12
2008,12,10,27,2008-12-16,20,15,16,December,2008-12
2008,12,10,27,2008-12-17,22,14,17,December,2008-12
2008,12,10,27,2008-12-18,23,15,18,December,2008-12
2008,12,10,27,2008-12-19,24,18,19,December,2008-12
2008,12,10,27,2008-12-20,27,18,20,December,2008-12
2008,12,10,27,2008-12-21,26,19,21,December,2008-12
2008,12,10,27,2008-12-22,22,12,22,December,2008-12
2008,12,10,27,2008-12-23,16,10,23,December,2008-12
2008,12,10,27,2008-12-24,20,15,24,December,2008-12
2008,12,10,27,2008-12-25,21,16,25,December,2008-12
2008,12,10,27,2008-12-26,22,18,26,December,2008-12
2008,12,10,27,2008-12-27,22,18,27,December,2008-12
2008,12,10,27,2008-12-28,21,19,28,December,2008-12
2008,12,10,27,2008-12-29,21,18,29,December,2008-12
2008,12,10,27,2008-12-30,18,15,30,December,2008-12
2008,12,10,27,2008-12-31,16,12,31,December,2008-12
2009,01,8,25,2009-01-01,18,12,01,January,2009-01
2009,01,8,25,2009-01-02,17,11,02,January,2009-01
2009,01,8,25,2009-01-03,20,13,03,January,2009-01
2009,01,8,25,2009-01-04,22,15,04,January,2009-01
2009,01,8,25,2009-01-05,22,16,05,January,2009-01
2009,01,8,25,2009-01-06,22,16,06,January,2009-01
2009,01,8,25,2009-01-07,19,16,07,January,2009-01
2009,01,8,25,2009-01-08,18,12,08,January,2009-01
2009,01,8,25,2009-01-09,16,10,09,January,2009-01
2009,01,8,25,2009-01-10,16,10,10,January,2009-01
2009,01,8,25,2009-01-11,16,8,11,January,2009-01
2009,01,8,25,2009-01-12,19,10,12,January,2009-01
2009,01,8,25,2009-01-13,17,10,13,January,2009-01
2009,01,8,25,2009-01-14,15,9,14,January,2009-01
2009,01,8,25,2009-01-15,17,11,15,January,2009-01
2009,01,8,25,2009-01-16,18,11,16,January,2009-01
2009,01,8,25,2009-01-17,21,14,17,January,2009-01
2009,01,8,25,2009-01-18,22,15,18,January,2009-01
2009,01,8,25,2009-01-19,25,17,19,January,2009-01
2009,01,8,25,2009-01-20,23,17,20,January,2009-01
2009,01,8,25,2009-01-21,24,18,21,January,2009-01
2009,01,8,25,2009-01-22,21,15,22,January,2009-01
2009,01,8,25,2009-01-23,20,13,23,January,2009-01
2009,01,8,25,2009-01-24,13,10,24,January,2009-01
2009,01,8,25,2009-01-25,16,10,25,January,2009-01
2009,01,8,25,2009-01-26,16,11,26,January,2009-01
2009,01,8,25,2009-01-27,11,10,27,January,2009-01
2009,01,8,25,2009-01-28,18,11,28,January,2009-01
2009,01,8,25,2009-01-29,17,13,29,January,2009-01
2009,01,8,25,2009-01-30,19,13,30,January,2009-01
2009,01,8,25,2009-01-31,22,13,31,January,2009-01
2009,02,15,29,2009-02-01,22,16,01,February,2009-02
2009,02,15,29,2009-02-02,24,17,02,February,2009-02
2009,02,15,29,2009-02-03,24,15,03,February,2009-02
2009,02,15,29,2009-02-04,22,17,04,February,2009-02
2009,02,15,29,2009-02-05,23,18,05,February,2009-02
2009,02,15,29,2009-02-06,22,18,06,February,2009-02
2009,02,15,29,2009-02-07,23,18,07,February,2009-02
2009,02,15,29,2009-02-08,26,19,08,February,2009-02
2009,02,15,29,2009-02-09,24,19,09,February,2009-02
2009,02,15,29,2009-02-10,25,18,10,February,2009-02
2009,02,15,29,2009-02-11,25,17,11,February,2009-02
2009,02,15,29,2009-02-12,25,19,12,February,2009-02
2009,02,15,29,2009-02-13,26,23,13,February,2009-02
2009,02,15,29,2009-02-14,25,23,14,February,2009-02
2009,02,15,29,2009-02-15,27,21,15,February,2009-02
2009,02,15,29,2009-02-16,24,19,16,February,2009-02
2009,02,15,29,2009-02-17,22,18,17,February,2009-02
2009,02,15,29,2009-02-18,25,18,18,February,2009-02
2009,02,15,29,2009-02-19,25,19,19,February,2009-02
2009,02,15,29,2009-02-20,23,19,20,February,2009-02
2009,02,15,29,2009-02-21,23,17,21,February,2009-02
2009,02,15,29,2009-02-22,27,22,22,February,2009-02
2009,02,15,29,2009-02-23,27,23,23,February,2009-02
2009,02,15,29,2009-02-24,29,22,24,February,2009-02
2009,02,15,29,2009-02-25,29,22,25,February,2009-02
2009,02,15,29,2009-02-26,26,21,26,February,2009-02
2009,02,15,29,2009-02-27,28,21,27,February,2009-02
2009,02,15,29,2009-02-28,23,20,28,February,2009-02
2009,03,13,29,2009-03-01,21,19,01,March,2009-03
2009,03,13,29,2009-03-02,20,17,02,March,2009-03
2009,03,13,29,2009-03-03,21,17,03,March,2009-03
2009,03,13,29,2009-03-04,22,18,04,March,2009-03
2009,03,13,29,2009-03-05,26,19,05,March,2009-03
2009,03,13,29,2009-03-06,19,14,06,March,2009-03
2009,03,13,29,2009-03-07,15,13,07,March,2009-03
2009,03,13,29,2009-03-08,16,14,08,March,2009-03
2009,03,13,29,2009-03-09,19,15,09,March,2009-03
2009,03,13,29,2009-03-10,20,18,10,March,2009-03
2009,03,13,29,2009-03-11,23,18,11,March,2009-03
2009,03,13,29,2009-03-12,24,19,12,March,2009-03
2009,03,13,29,2009-03-13,25,14,13,March,2009-03
2009,03,13,29,2009-03-14,20,13,14,March,2009-03
2009,03,13,29,2009-03-15,22,15,15,March,2009-03
2009,03,13,29,2009-03-16,23,18,16,March,2009-03
2009,03,13,29,2009-03-17,26,18,17,March,2009-03
2009,03,13,29,2009-03-18,27,21,18,March,2009-03
2009,03,13,29,2009-03-19,27,21,19,March,2009-03
2009,03,13,29,2009-03-20,28,22,20,March,2009-03
2009,03,13,29,2009-03-21,27,23,21,March,2009-03
2009,03,13,29,2009-03-22,29,25,22,March,2009-03
2009,03,13,29,2009-03-23,28,23,23,March,2009-03
2009,03,13,29,2009-03-24,25,21,24,March,2009-03
2009,03,13,29,2009-03-25,21,17,25,March,2009-03
2009,03,13,29,2009-03-26,20,19,26,March,2009-03
2009,03,13,29,2009-03-27,23,19,27,March,2009-03
2009,03,13,29,2009-03-28,29,21,28,March,2009-03
2009,03,13,29,2009-03-29,22,20,29,March,2009-03
2009,03,13,29,2009-03-30,22,17,30,March,2009-03
2009,03,13,29,2009-03-31,22,17,31,March,2009-03
2009,04,17,30,2009-04-01,23,20,01,April,2009-04
2009,04,17,30,2009-04-02,22,18,02,April,2009-04
2009,04,17,30,2009-04-03,22,18,03,April,2009-04
2009,04,17,30,2009-04-04,26,21,04,April,2009-04
2009,04,17,30,2009-04-05,26,22,05,April,2009-04
2009,04,17,30,2009-04-06,22,17,06,April,2009-04
2009,04,17,30,2009-04-07,22,18,07,April,2009-04
2009,04,17,30,2009-04-08,25,19,08,April,2009-04
2009,04,17,30,2009-04-09,25,21,09,April,2009-04
2009,04,17,30,2009-04-10,26,21,10,April,2009-04
2009,04,17,30,2009-04-11,26,21,11,April,2009-04
2009,04,17,30,2009-04-12,26,21,12,April,2009-04
2009,04,17,30,2009-04-13,28,22,13,April,2009-04
2009,04,17,30,2009-04-14,30,22,14,April,2009-04
2009,04,17,30,2009-04-15,27,22,15,April,2009-04
2009,04,17,30,2009-04-16,26,19,16,April,2009-04
2009,04,17,30,2009-04-17,29,21,17,April,2009-04
2009,04,17,30,2009-04-18,24,22,18,April,2009-04
2009,04,17,30,2009-04-19,29,23,19,April,2009-04
2009,04,17,30,2009-04-20,28,25,20,April,2009-04
2009,04,17,30,2009-04-21,30,23,21,April,2009-04
2009,04,17,30,2009-04-22,25,22,22,April,2009-04
2009,04,17,30,2009-04-23,26,22,23,April,2009-04
2009,04,17,30,2009-04-24,27,23,24,April,2009-04
2009,04,17,30,2009-04-25,26,20,25,April,2009-04
